species_query,wikipedia_title,text,source_url
Varied Thrush,Varied thrush,"--- Summary ---
The varied thrush (Ixoreus naevius) is a member of the thrush family, Turdidae. It is the only species in the monotypic genus Ixoreus.

--- Description ---
The varied thrush is a fairly large thrush species. It can range from 20 to 26 cm (7.9 to 10.2 in) in length and can span 34 to 42 cm (13 to 17 in) across the wings. Body mass can vary from 65 to 100 g (2.3 to 3.5 oz). Among standard measurements, the wing chord is 11.8 to 13.6 cm (4.6 to 5.4 in), the bill is 1.8 to 2.3 cm (0.71 to 0.91 in) and the tarsus is 2.9 to 3.3 cm (1.1 to 1.3 in). It is similar in size to the widespread American robin, though the varied is on average shorter with a heavier, more robust build. In general, varied thrushes feature intense orange and black feathers. Adult males exhibit medium orange with a curved gray pattern at the breasts and throats, with grayish-blue tail ends, scruffs, and crowns. They also possess a tufted supraloral stripe and streaks of dark colors on its flight feathers. Its bill is also achromatic, but tan near the bottom of the lower jaw. Its legs are often tawny or dark brown. Females' markings are not as well-defined, with olive-browns and grays, brown hind feathers, and indiscernible gray-brown plumage near the breasts. Young varied thrushes are generally brown, though their stomach feathers are white, and initially harbor two orange stripes at the covert feathers.
Eggs are generally 3–4 per nest, but sometimes 2–5. Pale blue, lightly dotted with brown. Incubation is by female, probably about 2 weeks. Young: Both parents feed nestlings. Development of young and age at which they leave the nest are not well known. Probably 2 broods per year.
There is an extremely rare variant of this species in which all the orange in the plumage is replaced by white. A very rare British vagrant in 1982 was of this type, leading to speculation that whatever mutation causes the colour variation also affects the navigational abilities of this thrush. There have been only five recorded sightings since 1921.

--- Taxonomy ---
The varied thrush was formally described by the German naturalist Johann Friedrich Gmelin in 1789 under the binomial name Turdus naevius. Gmelin based his description of the ""Spotted thrush"" that had been described by John Latham in 1783 from specimens owned by Joseph Banks. These had been collected near Nootka Sound (formerly King George's Sound) which separates Nootka Island from Vancouver Island on the Pacific coast of Canada. The varied thrush is now the only species placed in the genus Ixoreus that was introduced by Charles Lucien Bonaparte in 1854. The genus name Ixoreus comes from the Ancient Greek ixos meaning ""mistletoe"". This was a synonym of a former name for the mockingbird genus, Mimus; Bonaparte assumed wrongly that, because William Swainson had shown a mockingbird and this thrush on the same plate of his book, they were related. The specific naevius  is Latin for ""spotted"" from naevus meaning ""spot"".
Four subspecies are recognised:

I. n. meruloides – (Swainson, 1832): Found in south Alaska and northwestern Canada
I. n. naevius – (Gmelin, J.F., 1789): nominate, found in southeastern Alaska and western Canada to west central USA
I. n. carlottae – (Phillips, A.R., 1991): found in Haida Gwaii
I. n. godfreii – (Phillips, A.R., 1991): found in the Interior and Columbia Plateau west of the Rocky Mountains",https://en.wikipedia.org/wiki/Varied_thrush
Veery,Veery,"--- Summary ---
The veery (Catharus fuscescens) is a small North American thrush species, a member of a group of closely related and similar species in the genus Catharus, also including the gray-cheeked thrush (C. minimus), Bicknell's thrush (C. bicknelli), Swainson's thrush (C. ustulatus), and hermit thrush (C. guttatus). Alternate names for this species include Wilson's thrush (named so after Alexander Wilson) and tawny thrush. Up to six subspecies exist, which are grouped into the eastern veery (C. fuscescens fuscescens), the western veery or willow thrush (C. fuscescens salicicolus), and the Newfoundland veery (C. fuscescens fuliginosus).
The specific name fuscescens is Neo-Latin for ""blackish"", from  Latin fuscus, ""dark"". The English name may imitate the call.

--- Description ---
This species measures 16–19.5 cm (6.3–7.7 in) in length. Its mass is 26–39 g (0.92–1.38 oz), exceptionally up to 54 g (1.9 oz). The wingspan averages 28.5 cm (11.2 in). Each wing measures 8.9–10.4 cm (3.5–4.1 in), the bill measures 1.2–1.9 cm (0.47–0.75 in) and the tarsus is 2.7–3.25 cm (1.06–1.28 in). The veery shows the characteristic under-wing stripe of Catharus thrushes. Adults are mainly light brown on the upperparts. The underparts are white; the breast is light tawny with faint brownish spots. Veeries have pink legs and a poorly defined eye ring. Birds in the eastern portions of the species' breeding range are more cinnamon on the upper parts; western birds are more olive-brown. In the east, the veery is distinguished easily by its coloration; distinguishing western veeries from other Catharus thrushes is more difficult.

This bird has a breezy, downward-spiraling, flute-like song, often given from a low and concealed perch. The most common call is a harsh, descending vee-er, which gave the bird its name. Other calls include a chuckle, a sharp and low ""wuck"", and a slow wee-u. Veeries have been shown to decrease the rate and duration of singing when exposed to barred owl playback, possibly to decrease the chance of predation.",https://en.wikipedia.org/wiki/Veery
Verdin,Verdin,"--- Summary ---
The verdin (Auriparus flaviceps) is a species of penduline tit. It is the only species in the genus Auriparus and the only representative of the Old World family Remizidae to be found in North America.

--- Description ---
The verdin is a very small bird. At 4.5 in (11 cm) in length, it rivals the American bushtit as one of the smallest passerines in North America. It is gray overall, and adults have a bright yellow head and rufous shoulder patch (the lesser coverts). Unlike the tits, it has a sharply pointed bill. Juveniles have a light gray body without the rufous shoulder patch and yellow head. The base of the short bill is thick by the head, and draws to a sharp point at the tip.

--- Taxonomy ---
The verdin was formally described in 1850 by the Swedish zoologist Carl Jakob Sundevall under the binomial name Aegithalus flaviceps. It is now the only species placed in the genus Auriparus that was introduced in 1864 by the American naturalist Spencer Fullerton Baird. The genus name combines the Latin aurum, auri meaning ""gold"" with the genus name Parus that was introduced by Carl Linnaeus in 1758 for the tits. The specific epithet flaviceps combines the Latin flavis meaning ""yellow"" with -ceps meaning ""-capped"".
Six subspecies are recognised:

A. f. acaciarum Grinnell, 1931 – southwest USA to north Baja California, central Sonora, central Chihuahua and central Durango (northwest Mexico)
A. f. ornatus (Lawrence, 1851) – south-central USA and northeast Mexico
A. f. flaviceps (Sundevall, 1850) – central Baja California, south Sonora and north Sinaloa (northwest Mexico)
A. f. lamprocephalus Oberholser, 1897 – south Baja California (northwest Mexico)
A. f. sinaloae Phillips, AR, 1986 – northwest Sinaloa (northwest Mexico)
A. f. hidalgensis Phillips, AR, 1986 – north-central Mexico",https://en.wikipedia.org/wiki/Verdin
Vermilion Flycatcher,Vermilion flycatcher,"--- Summary ---
The vermilion flycatcher (Pyrocephalus obscurus) is a small passerine bird in the tyrant flycatcher family found throughout South America and southern North America. It is a striking exception among the generally drab Tyrannidae due to its vermilion-red coloration. The males have bright red crowns, chests, and underparts, with brownish wings and tails. Females lack the vivid red coloration and can be hard to identify—they may be confused for Say's phoebe. The vermilion flycatcher's song is a pit pit pit pidddrrrreeedrr, which is variable and important in establishing a territory. Riparian habitats and semi-open environments are preferred. As aerial insectivores, they catch their prey while flying. Their several months-long molt begins in summer.
Despite being socially monogamous, vermilion flycatchers will engage in extra-pair copulation. They also practice within-species brood parasitism, whereby females lay their eggs in the nest of another individual. Females build shallow open cup nests and incubate the brown-speckled whitish eggs. The male feeds the female during incubation. Two broods of two or three eggs are laid in a season lasting from March through June. Once hatched, both males and females feed the chicks, which are ready to fledge after 15 days.
The species was first described in the late 1830s as a result of the voyages of Charles Darwin. The taxonomy of the genus Pyrocephalus was revised in 2016, which led to the identification of several new species from the vermilion flycatcher's subspecies, including the now-extinct San Cristóbal flycatcher. Populations have declined because of habitat loss, though the species remains abundant. The overall population numbers are in the millions, thus the International Union for Conservation of Nature considers it a species of least concern.

--- Description ---
The vermilion flycatcher is a small bird, measuring 13–14 cm (5.1–5.5 in) from tip to tail, around 7.8 cm (3.1 in) from wingtip to body, with a mass between 11 and 14 g (0.39 and 0.49 oz). Wingspan ranges from 24 to 25 cm (9.4 to 9.8 in). It is strongly dimorphic. Males are bright red, with contrasting dark brown plumage. Females are drab and have a peach-colored belly with a dark gray upperside. The reddish color varies but can be vermilion, scarlet, or orangish. In males, the crown, chest, and underparts are red. The lores (region in front of the eyes), nape, ear coverts, wings, upperparts, and tail are all brown to blackish brown. The female has a grayish crown, as well as grayish ear coverts, wings, and tail. The flight feathers and wing coverts are slightly paler gray, which create a barring effect. The supercilium (eyebrow) is whiter. The underparts start white but become light red moving downward. Juveniles of both sexes look similar to adult females; juvenile males have much brighter red underparts, whereas juvenile females have yellowish underparts. Plumage appears constant throughout the year for both adult sexes and for juveniles. They have a slight crest, which can be raised when needed. Males are not easily mistaken for other species, but the drab females may be confused with the Say's phoebe.
Worn feathers are replaced by molting, which takes between 62 and 79 days and begins in July, lasting until September. Many vermilion flycatchers molt only after completing their migration to warmer regions. The molt is fairly slow compared to that of other families, as quick molting creates poor feathers and interrupts flight, which is untenable for an aerially feeding species. A 2013 study determined that monsoon rain patterns do not affect molting, as had been previously expected. Instead, latitude-based temporal effects are more important in timing the molt.

--- Behavior ---
Vermilion flycatchers are generally solitary, though they may form small flocks of not more than five individuals during winter. They spend most of their time in trees perching, landing on the ground only rarely to catch insects. They do not generally hop, preferring to fly to get around, and glide only infrequently.",https://en.wikipedia.org/wiki/Vermilion_flycatcher
Vesper Sparrow,Vesper sparrow,"--- Summary ---
The vesper sparrow (Pooecetes gramineus) is a medium-sized New World sparrow. The only member of the genus Pooecetes, it is a pale sparrow with brown streaks that breeds across the grasslands of northern North America. It migrates to winter in the southern United States and Mexico.

--- Description ---
The vesper sparrow is 14–16 cm (5.5–6.3 in) in overall length and weighs 19.5–28.3 g (0.69–1.00 oz). Adults have light brown upper-parts and light under-parts, both with darker streaking. There are three features that are unique to the vesper sparrow. The first is the presence of a small, white ring surrounding the eyes. The second is the flash of white tail feathers seen during flight. The third is the presence of a chestnut patch on the shoulder. However, this is usually not visible to an observer.
Another notable characteristic is that some vesper sparrows, especially west of the Cascades, tend to have a more pinkish hue. They also do not have a bold eyeline found in some sparrows.
The male sings from a higher perch, such as a shrub or fencepost, which indicates his ownership of the nesting territory. The musical song begins with two pairs of repeated whistled notes and ends in a series of trills, somewhat similar to that of the song sparrow. They have slurred whistles with one lower pitch followed by a second higher pitch. Furthermore, vesper sparrows make use of short descending trills as a part of their song.

--- Behavior ---
Vesper sparrows tend to be more grounded to the shrub area, often taking dust baths and hopping around. These birds forage on the ground, mainly eating insects and seeds. Outside the nesting season they often feed in small flocks.

--- Taxonomy ---
The vesper sparrow was formally described in 1789 by the German naturalist Johann Friedrich Gmelin in his revised and expanded edition of Carl Linnaeus's Systema Naturae. He placed it with the finches in the genus Fringilla and coined the binomial name Fringilla graminea. He gave the locality as New York. Gmelin based his own description on those for the ""grass finch"" that had been described by John Latham in 1783 and by Thomas Pennant in 1785. The vesper sparrow is now the only species placed in the genus Pooecetes that was introduced in 1858 by the American naturalist Spencer Baird. The genus name combines the Ancient Greek ποα (poa) meaning ""grass"" with οικητης (oikētēs) meaning ""dweller"". The specific epithet gramineus is Latin meaning ""grassy"" or ""grass-like"".
Three subspecies are recognised.

P. g. gramineus (Gmelin, JF, 1789) – breeds in southeast Canada to east USA
P. g. confinis Baird, SF, 1858 – breeds in southwest Canada and central west USA
P. g. affinis Miller, GS, 1888 – breeds in northwest USA",https://en.wikipedia.org/wiki/Vesper_sparrow
Victoria Crowned Pigeon,Victoria crowned pigeon,"--- Summary ---
The Victoria crowned pigeon (Goura victoria) is a large, bluish-grey pigeon with elegant blue lace-like crests, maroon breast and red irises. It is part of a genus (Goura) of four unique, very large, ground-dwelling pigeons native to the New Guinea region, with the Victoria crowned pigeon measuring as the largest extant species of pigeon. The bird may be easily recognized by the unique white tips on its crests and by its deep 'whooping' sounds made while calling. Its name commemorates the British monarch, Queen Victoria.

--- Description ---
The Victoria crowned pigeon is a deep blue-grey colour with a small, black mask. Its feather crest (the signature feature of crowned pigeons other than their size) is conspicuously white-tipped. On the wing coverts is a row of feathers that are a paler blue-gray with maroon tips. These form a distinct wing bar. The chest is a deep purple-maroon color. As in all crowned pigeons, melanism has been observed. The other two crowned pigeons are somewhat superficially similar, but only the western crowned pigeon overlaps in range with the Victoria species. The Scheepmaker's crowned pigeon does not. In the western species, the crown is more scraggly and hair-like, the chest is a uniform blue-gray and not maroon, and a less distinct wing-bar is present. Both sexes are similar.
This species is typically 73 to 75 cm (29 to 30 in) long. Some specimens may exceed a length of 80 cm (31 in) and a weight of 3.5 kg (7.7 lb). It is marginally larger than the two other crowned pigeons on average, at a mean of 2.39 kg (5.3 lb) in adult body mass, thus is considered the largest surviving species of pigeon on Earth. The standard measurements among pigeons on mainland New Guinea are: the wing chord is 36–39 cm (14–15 in), the tail is 27–30.1 cm (10.6–11.9 in), the bill is 3.2–3.5 cm (1.3–1.4 in) and the unfeathered tarsus is 8.5–9.8 cm (3.3–3.9 in).

Like other crowned pigeons, this species makes a loud clapping sound when it takes flight. The mating calls of this species are also similar to the other two species of crowned pigeons, consisting of a deep hoota-hoota-hoota-hoota-hoota sound. When defending their territories, these birds make a resounding whup-up, whup-up, whup-up call. Their contact call is a deep, muffled, and rather human-like ummm or hmmm.
The two subspecies of the Victoria crowned pigeon are  G. v. beccarii found on the mainland of New Guinea and G. v. victoria, the nominate race, found on the islands of Yapen, Biak and Supiori. The nominate subspecies is markedly smaller, with a wing chord measurement of 31.6–33.2 cm (12.4–13.1 in), with less robust legs and feet and darker overall plumage. The nominate has a sparser crest with black on the wing coverts and right above the tail.

--- Behavior ---
Like other crowned pigeons, the Victoria crowned pigeon is a gregarious species. They usually travel in pairs or small parties as they search for food. They walk with an unhurried gait along the forest floor. Their food typically consists of fallen fruit. Birds of this species in captivity are particularly fond of eating figs. Seeds and invertebrates may occasionally supplement the diet. When disturbed, these birds fly straight up into the canopy or a large horizontal branch of a large forest tree. After being disturbed, they may remain on their perch for a considerable time engaging in contact calls and flicking their tails. In the wild, this species tends to be shier than the western crowned pigeon, but can still occasionally be quietly approached. The males regularly engage in aggressive displays to establish dominance. In these interactions, the pigeons puff up their chests and repeatedly raise their wings as if preparing to strike their opponent. They also make short dashes at each other and may actually hit one another, but rarely make contact and can be completely peaceful towards other males outside of the early mating season.

--- Habitat ---
The Victoria crowned pigeon is distributed in the lowland and swamp forests of northern New Guinea and surrounding islands. It usually occurs on areas that were former alluvial plains, including sago forests. Though typically found at or near sea level, occasionally birds of this species may venture up in the hills to an elevation up to about 3,000 feet.",https://en.wikipedia.org/wiki/Victoria_crowned_pigeon
Violet Cuckoo,Violet cuckoo,"--- Summary ---
The violet cuckoo (Chrysococcyx xanthorhynchus) is a species of cuckoo in the family Cuculidae.

--- Description ---
The males have glossy violet feathers on the head and upper parts of the body. The blackish tail has a white tip, and barred outer feathers. The most spectacular feature is the brightly iridescent violet chin and upper breast. The belly is white with broad black, green or violet bars. Mature males also have a red eye-ring. The closely related species, C. amethystinus has a glossy blue-violet throat patch rather than reddish violet of this cuckoo.
The females have mottled, greenish-bronze upper parts and a dark brown crown. There are white markings around the eyes and sometimes on the forehead. The central tail feathers are greenish while the outer feathers are rufous with greenish bars. The outer rectrices are barred black and white. The breast is whitish with bronze-green bars and variably washed rufous markings.
Juveniles have barred rufous and greenish bronze feathers on the upper parts of the body, a bright rufous crown, rufous and mottled green or brown wings, a barred brown and rufous tail and brown-barred white under parts.",https://en.wikipedia.org/wiki/Violet_cuckoo
Violet Turaco,Violet turaco,"--- Summary ---
The violet turaco, also known as the violaceous plantain eater (Tauraco violaceus, syn.: Musophaga violacea), is a large turaco, a group of African otidimorphae.

--- Behavior ---
Turacos are social birds, travelling in flocks of around ten to twelve individuals. They are not strong fliers, preferring to hop along branches. When threatened, they can run quickly through the trees. The violet turaco has a loud ""cooroo-cooroo"" call.

--- Habitat ---
It is resident of West Africa, and has an extremely large range from Senegal through to Nigeria, with isolated populations in Chad and the Central African Republic. It occurs in tropical savannas, wetlands, woodlands and forests.",https://en.wikipedia.org/wiki/Violet_turaco
Visayan Hornbill,Visayan hornbill,"--- Summary ---
The Visayan hornbill (Penelopides panini) is a hornbill found in tropical moist lowland forests of  the Philippines in the Western Visayas region which includes the islands of Panay, Negros and formerly as well as the island of Masbate, and formerly Ticao, in the Philippines.  As is the case with all five Philippine tarictic hornbills, formerly considered to be just one species, it is declining due to habitat destruction, hunting and the illegal wildlife trade.
It is illegal to hunt, capture or possess these birds under Philippine Law RA 9147.

--- Description ---
The adults show sexual dimorphism. The male has a creamy-white head and neck, a white upper chest, a reddish-brown lower chest and uppertail-coverts, and a creamy-white buff tail with a broad black tip. The bill and casque are blackish; the former with yellowish ridges. The bare ocular skin is pinkish-white. The tail and bill of the female resemble that of the male, but otherwise the plumage of the female is black, and the ocular skin is blue.
Visayan hornbills live in groups and frequent the canopy of rainforests. These birds are noisy and emit an incessant sound that sounds like ta-rik-tik, hence the name. Despite their noise they are difficult to find, being well camouflaged by the dense foliage.
Diet is presumed to be similar to other hornbills namely fruit,seeds, insects and small mammals and reptiles.

--- Taxonomy ---
The Visayan hornbill was described by the French polymath Georges-Louis Leclerc, Comte de Buffon in 1780 in his Histoire Naturelle des Oiseaux. The bird was also illustrated in a hand-coloured plate engraved by François-Nicolas Martinet in the Planches Enluminées D'Histoire Naturelle which was produced under the supervision of Edme-Louis Daubenton to accompany Buffon's text.  Neither the plate caption nor Buffon's description included a scientific name but in 1783 the Dutch naturalist Pieter Boddaert coined the binomial name Buceros panini in his catalogue of the Planches Enluminées. The type locality is the island of Panay in the Philippines. The Visayan hornbill is now placed in the genus Penelopides that was introduced in 1849 by the German naturalist Ludwig Reichenbach in a plate of the hornbills. The origin of the generic name is uncertain but it may be a combination of the Latin pene meaning ""almost"" or ""nearly"", the Ancient Greek lophos meaning ""crest"" and -oideēs ""resembling"". The specific epithet panini is a Latinized form of ""Panay"". The common English name refers to the Visayan Islands. These are located in the central part of the Philippines and include the island of Panay.
Formerly was once a single species with the Luzon hornbill, Samar hornbill, Mindanao hornbill and Mindoro hornbill. It is differentiated from the others as it has a black tail with a broad white band. Among the tarictics it has the second highest sound frequency and rapidness in its calls after the Samar hornbill.",https://en.wikipedia.org/wiki/Visayan_hornbill
Vulturine Guineafowl,Vulturine guinea fowl,"--- Summary ---
The  vulturine guinea fowl  (Acryllium vulturinum) is the largest extant species of guinea fowl. Systematically, it is only distantly related to other guinea fowl genera. Its closest living relative, the white breasted guinea fowl, Agelastes meleagrides inhabit primary forests in Central Africa. It is a member of the bird family Numididae, and is the only member of the genus Acryllium. It is a resident breeder in northeast Africa, from southern Ethiopia and Somalia through Kenya and just into northern Tanzania.

--- Description ---
The vulturine guinea fowl is a large (61–71 centimetres (24–28 in))  bird with a round body and small head. It's average weight is between 1kg to 1.6kg and it has  longer wings, neck, legs and tail than other guinea fowl. The adult has a bare blue face and black neck, and although all other guinea fowl have unfeathered heads, this species looks particularly like a vulture because of the long bare neck and head.
The slim neck projects from a cape of long, glossy, blue and white hackles. The breast is cobalt blue, and the rest of the body plumage is black, finely spangled with white. The wings are short and rounded, and the tail is longer than others in the family Numididae.
The sexes are similar, although the female is usually slightly smaller than the male and with smaller tarsal spurs.  Young birds are mainly grey-brown, with a duller blue breast and short hackles.",https://en.wikipedia.org/wiki/Vulturine_guinea_fowl
Wagtails,Wagtail,"--- Summary ---
Wagtails are a group of passerine birds that form the genus Motacilla in the family Motacillidae. The common name and genus name are derived from their characteristic tail pumping behaviour. Together with the pipits and longclaws they form the family Motacillidae.

The forest wagtail belongs to the monotypic genus Dendronanthus which is closely related to Motacilla and sometimes included therein. 
The willie wagtail (Rhipidura leucophrys) of Australia is not a true wagtail; it was named as such by early settlers from England from its superficial similarity in colour and behaviour to the pied wagtail, but belongs to an unrelated genus of birds known as fantails.

--- Taxonomy ---
The genus Motacilla was described by the Swedish naturalist Carl Linnaeus in 1758 in the tenth edition of his Systema Naturae.  The type species is the white wagtail. Motacilla is the Latin name for the pied wagtail; although actually a diminutive of motare, ""to move about"", from medieval times it led to the misunderstanding of cilla as ""tail"".
At first glance, the wagtails appear to be divided into a yellow-bellied group and a white-bellied one, or one where the upper head is black and another where it is usually grey, but may be olive, yellow, or other colours. However, these are not evolutionary lineages; change of belly colour and increase of melanin have occurred independently several times in the wagtails, and the colour patterns which actually indicate relationships are more subtle.
mtDNA cytochrome b and NADH dehydrogenase subunit 2 sequence data (Voelker, 2002) is of limited use: the suspicion that there is a superspecies of probably three white-bellied, black-throated wagtails is confirmed. Also, there is another superspecies in sub-Saharan Africa, three white-throated species with a black breast-band. The remaining five species are highly variable morphologically and their relationships with each other and with the two clades have not yet been satisfactorily explained.
The origin of the genus appears to be in the general area of Eastern Siberia/Mongolia. Wagtails spread rapidly across Eurasia and dispersed to Africa in the Zanclean (Early Pliocene)
where the sub-Saharan lineage was later isolated. The African pied wagtail (and possibly the Mekong wagtail) diverged prior to the massive radiation of the white-bellied black-throated and most yellow-bellied forms, all of which took place during the late Piacenzian (early Late Pliocene), c. 3 mya.
Three species are poly- or paraphyletic in the present taxonomical arrangement, and either subspecies need to be reassigned and/or species split up. The western yellow wagtail (AKA blue-headed wagtail, yellow wagtail, and many other names) especially, has always been a taxonomical nightmare, with ten currently accepted subspecies and many more invalid ones. The two remaining ""monochrome"" species, Mekong and African pied wagtail may be closely related, or a most striking example of convergent evolution.
Prehistoric wagtails known from fossils are Motacilla humata and Motacilla major.",https://en.wikipedia.org/wiki/Wagtail
Wallcreeper,Wallcreeper,"--- Summary ---
The wallcreeper (Tichodroma muraria) is a small passerine bird found throughout the high mountains of the Palearctic from southern Europe to central China. It is the only extant member of both the genus Tichodroma and the family Tichodromidae.

--- Description ---
The wallcreeper is 15.5–17 centimetres (6.1–6.7 in) long, with a weight of 17–19 grams (0.60–0.67 oz). Its plumage is primarily blue-grey, with darker flight and tail feathers. In summer, the males have a black throat grading into the grey of the rest of the body, and females can have either a white throat or a small dark patch on the throat; in autumn and winter, both sexes have a white throat. Its most striking plumage feature, though, are its extraordinary crimson wings with white spots.  Largely hidden when the wings are folded, this bright colouring covers most of the covert feathers, and the basal half of the primaries and secondaries. The tail is short, black with a narrow white fringe. Juveniles closely resemble the winter plumage. The subspecies T. m. nepalensis is slightly darker than the nominate race.",https://en.wikipedia.org/wiki/Wallcreeper
Warblers,Warbler,"--- Summary ---
Various Passeriformes (perching birds) are commonly referred to as warblers. They are not necessarily closely related to one another, but share some characteristics, such as being fairly small, vocal, and insectivorous.",https://en.wikipedia.org/wiki/Warbler
Warbling Vireo,Warbling vireo,"--- Summary ---
The warbling vireo (Vireo gilvus) is a small North American songbird.
Its breeding habitat is open deciduous and mixed woods from Alaska to Mexico. It often nests in widely spaced trees, often cottonwood or aspen, along streams or rivers. It migrates to Mexico and Central America.
Measurements:

Length: 12–13 cm (4.7–5.1 in)
Wingspan: 22 cm (8.7 in)
Weight: 10–16 g (0.35–0.56 oz)
They are mainly olive-grey on the head and upperparts with white underparts; they have brown eyes and the front of the face is light. There is a white supercilium. They have thick blue-grey legs and a stout bill. Western birds are generally smaller and have darker grey crowns.
Warbling vireos forage for insects in trees, hopping along branches and sometimes hovering. They also eat berries, especially before migration and in winter quarters, where they are, like other vireos, apparently quite fond of gumbo-limbo seeds, though they will not venture into human-modified habitat to get them.
They make a deep cup nest suspended from a tree branch or shrub, placed relatively high in the east and lower in the west. The male helps with incubation and may sing from the nest.
The song is a cheerful warble, similar to that of the painted bunting and the purple finch. There are subtle differences in song between eastern and western birds, at least where the ranges meet in Alberta. Some authors recommend splitting the eastern and western subspecies of this species into separate species, and as of 2025, the eBird/Clements taxonomy split the two into separate species.

The eastern warbling vireo, V. g. gilvus, breeds from central Alberta and northern Montana east and south through most of the United States and parts of southern Canada, outside the range of the previous group. It winters south of the Isthmus of Tehuantepec from south-central Chiapas to Nicaragua. It completes its autumn moult on the breeding grounds, while the swainsonii group completes it after leaving.
The western warbling vireo, V. swainsoni, includes V. g. swainsoni, which breeds from southeastern Alaska and southwestern Northwest Territories to the Sierra San Pedro Mártir, Baja California, and V. g. brewsteri, which breeds from southern Idaho, Wyoming, and Montana to south-central Oaxaca. These two subspecies winter in Mexico. The swainsoni group also includes V. g. victoriae, an isolated population breeding in the Sierra de la Laguna, Baja California Sur, and migrating to unknown wintering grounds.
The brown-capped vireo (Vireo leucophrys), resident in Central America and northern South America, is sometimes considered conspecific with the warbling vireo.",https://en.wikipedia.org/wiki/Warbling_vireo
Wattled Curassow,Wattled curassow,"--- Summary ---
The wattled curassow (Crax globulosa) is a threatened member of the family Cracidae, the curassows, guans, and chachalacas. It is found in remote rainforests in the western Amazon basin in South America. Males have black plumage, except for a white crissum (the area around the cloaca), with curly feathers on the head and red bill ornaments and wattles. Females and juveniles are similar but lack the bill ornamentation and have a reddish-buff crissum area. The wattled curassow is sister to other southern Crax curassows. In captivity, it sometimes hybridises with the blue-billed curassow.
The habitat of the wattled curassow is gallery forests and seasonally-flooded forests where it feeds in small groups on the ground. The diet is largely fruit, but invertebrates and some small vertebrates are opportunistically taken. Little is known of its breeding habits, but it is known that the nest is built of sticks and leaves and two eggs are usually laid. The population of this species is declining. It is threatened by loss of habitat, as the rainforest is progressively cleared, and by hunting, and the International Union for Conservation of Nature has rated its conservation status as ""endangered"".

--- Description ---
The wattled curassow is about 82–89 cm (32–35 in) long, and weighs around 2,500 g (88 oz). It is a large curassow lacking the white tail-tips found in many of these birds; the feathers along the crest of its head are curled forwards. Males have black plumage all over except for the white crissum. The irides are dark brown; legs, feet and bill are blackish. It has conspicuous crimson bill ornaments—a round red knob with bony core adorns the maxilla base, while the cere extends apically at least halfway under this knob and below the mandible base forms a small fleshy wattle.
Females have black plumage just like the male, but their crissal area is reddish buff. In some, the remiges and sometimes the wing coverts have faint brownish marbling. Their bills and irides are also blackish, but their feet and legs are a greyish flesh color. They lack the bill knob and wattles, and their cere is bright orange-red. Young males have less well-developed facial ornaments, usually with a more yellowish hue like females do.
The hatchlings are covered in brown down above and whitish down below.

--- Distribution ---
It has been found from the western and southwestern Amazon Basin of Brazil west to the Andes foothills of southeastern Colombia, eastern Ecuador and Peru, and northern Bolivia. Its area of occurrence is essentially delimited by the Caquetá-Japurá, Solimões, Amazon and Madeira Rivers, and the 300 meter contour line towards the Andes. But its precise distribution is very little-known; most populations were observed by people travelling along the rivers in its range.
Most of the northern limit of its range runs along the middle Amazon River, or Solimões. In northern Peru where the Marañón River becomes the Amazon River (Solimões for Brazilians), close to Nauta, the range continues upstream towards eastern Amazonian Ecuador along the Caquetá-Japurá; it has been recorded from the Yavarí and middle Napo Rivers. It is probably not found anymore in Ecuador proper, and apart from two small populations—Isla Mocagua in the Amazon River and near the Caquetá—it is also absent from Colombia.
To the eastern limit of its range, the Madeira River, upstream in Bolivia, the wattled curassow occurs patchily across most of northern Bolivia in a 700 km region surrounding the confluences to the Madeira's tributaries, four major rivers of northern Bolivia. In Brazil, the bird is only found in the wild in Amazonas state (it used to occur in Rondônia also), namely near the Juruá, the Javary, the Japurá, and at its northeasternmost limit around the confluence regions along the Solimões, Madeira, Rio Negro, and the Purus Rivers.",https://en.wikipedia.org/wiki/Wattled_curassow
Wattled Lapwing,African wattled lapwing,"--- Summary ---
The African wattled lapwing (Vanellus senegallus), also known as the Senegal wattled plover or simply wattled lapwing, is a large lapwing, a group of largish waders in the family Charadriidae. It is a resident breeder in most of sub-Saharan Africa outside the rainforests, although it has seasonal movements.
These are conspicuous and unmistakable birds. They are large brown waders with a black crown, white forehead and large yellow facial wattles. The tail is white, tipped black, and the long legs are yellow.
In flight, the upperwings have black flight feathers and brown coverts separated by a white bar. The underwings are white with black flight feathers. The African wattled lapwing has a loud peep-peep call.
This species is a common breeder in wet lowland habitats, especially damp grassland. It often feeds in drier habitats, such as golf courses, picking insects and other invertebrates from the ground. It lays three or four eggs on a ground scrape.
The African wattled lapwing is one of the species to which the Agreement on the Conservation of African-Eurasian Migratory Waterbirds (AEWA) applies.",https://en.wikipedia.org/wiki/African_wattled_lapwing
